5461	0.077375	8.635403
7281	0.080556	14.228553
9102	0.099284	21.454184
10922	0.127160	30.881876
12743	0.131966	41.411365
14563	0.152747	55.749182
16384	0.169241	72.733921
0	0.000012	0.000003
1820	0.030344	0.893913
3640	0.047832	3.400184
5461	0.063360	7.941137
7281	0.114527	14.157149
9102	0.128618	21.856369
10922	0.114390	31.692675
12743	0.133614	42.438484
14563	0.151762	55.447299
16384	0.161719	69.778294
0	0.000014	0.000004
1820	0.030659	0.927535
3640	0.048146	3.450015
5461	0.085272	8.584040
7281	0.080710	14.208959
9102	0.103355	21.316943
10922	0.113616	30.257087
12743	0.132276	42.093792
14563	0.151481	55.823896
16384	0.165289	71.455862
0	0.000011	0.000003
1820	0.033153	0.842053
3640	0.047919	3.370780
5461	0.064202	7.590402
7281	0.083787	13.488950
9102	0.102001	21.622403
10922	0.115257	31.174335
12743	0.132663	42.836944
14563	0.152204	56.460412
16384	0.166030	70.975959
0	0.000014	0.000004
1820	0.031952	0.884732
3640	0.047794	3.551752
5461	0.063491	7.702155
7281	0.083834	13.780237
9102	0.099829	21.477071
10922	0.118052	31.090749
12743	0.145828	42.279037
14563	0.150430	53.815434
16384	0.162706	68.854342
0	0.000014	0.000005
1820	0.034384	0.867577
3640	0.059044	3.392649
5461	0.063006	7.725464
7281	0.080530	13.845639
9102	0.103563	21.488945
10922	0.152118	31.099558
12743	0.133146	41.907041
14563	0.190542	56.783617
16384	0.175818	73.778412
0	0.000015	0.000004
1820	0.032874	0.903406
3640	0.051664	3.616899
5461	0.068117	8.142570
7281	0.086710	14.554017
9102	0.116349	23.317931
10922	0.174971	38.933355
12743	0.185704	51.545704
14563	0.202454	60.100177
16384	0.198075	74.272914
0	0.000010	0.000003
1820	0.032836	0.940293
3640	0.051660	3.641609
5461	0.068084	8.205819
7281	0.086745	14.600336
9102	0.113267	23.099123
10922	0.141163	33.296769
12743	0.143014	50.788889
14563	0.276709	74.317388
16384	0.313080	92.748441
0	0.000016	0.000004
1820	0.048154	1.147177
3640	0.073259	4.928104
5461	0.112782	11.127621
7281	0.128386	18.739644
9102	0.153143	30.947184
10922	0.170953	42.575776
12743	0.201783	62.926011
14563	0.278200	82.567475
16384	0.298942	91.218690
0	0.000014	0.000004
1820	0.036154	0.973473
3640	0.061643	3.973932
5461	0.084810	8.096790
7281	0.089745	13.709590
9102	0.109477	23.981856
10922	0.208251	48.708259
12743	0.219825	58.982880
14563	0.284834	69.210974
16384	0.220187	87.452185
0	0.000015	0.000004
1820	0.047315	1.101864
3640	0.059688	4.398275
5461	0.084648	9.652897
7281	0.104510	20.063417
9102	0.162276	30.075091
10922	0.169772	46.039565
12743	0.199583	60.184782
14563	0.266646	81.031897
16384	0.269859	103.868010
0	0.000012	0.000003
1820	0.034944	1.057712
3640	0.063433	4.627588
5461	0.105065	11.621569
7281	0.135214	18.654486
9102	0.123278	31.719373
10922	0.205664	47.913889
12743	0.227499	64.735565
14563	0.195466	67.724780
16384	0.200034	85.774857
0	0.000016	0.000004
1820	0.043523	1.166675
3640	0.068761	4.540398
5461	0.099844	9.743253
7281	0.114274	16.200611
9102	0.115837	25.833653
10922	0.153166	35.733729
12743	0.165291	50.557274
14563	0.221547	65.898950
16384	0.208151	86.743247
0	0.000018	0.000004
1820	0.040268	1.031500
3640	0.061074	4.181831
5461	0.082457	9.413674
7281	0.102889	16.568559
9102	0.129593	27.583558
10922	0.152228	40.432551
12743	0.187673	51.810759
14563	0.172295	63.887987
16384	0.183319	85.846308
0	0.000030	0.000005
1820	0.039307	1.010897
3640	0.057098	4.156156
5461	0.087661	8.839052
7281	0.095266	15.554034
9102	0.112984	24.372337
10922	0.132897	36.335458
12743	0.166894	50.394103
14563	0.194727	63.080265
16384	0.183093	86.191919
0	0.000012	0.000005
1820	0.044484	1.113683
3640	0.055762	3.987928
5461	0.068663	9.373980
7281	0.116046	17.754452
9102	0.122446	25.092522
10922	0.152927	35.162620
12743	0.155435	49.091590
14563	0.214355	67.696531
16384	0.246322	86.285702
0	0.000012	0.000003
1820	0.034617	0.971091
3640	0.053821	3.914195
5461	0.071031	8.902015
7281	0.100730	15.867685
9102	0.115499	25.729302
10922	0.131444	35.743263
12743	0.176073	48.184589
14563	0.250608	63.614300
16384	0.185242	88.321403
0	0.000014	0.000004
1820	0.034092	1.111059
3640	0.068176	4.553791
5461	0.088971	9.926499
7281	0.098491	16.575602
9102	0.123800	26.050759
10922	0.145633	37.524167
12743	0.168793	54.085851
14563	0.198195	68.653202
16384	0.217429	83.993279
0	0.000020	0.000003
1820	0.036050	1.031701
3640	0.062083	4.095607
5461	0.078219	9.206296
7281	0.100701	16.502309
9102	0.145993	25.920584
10922	0.147867	36.740090
12743	0.151073	48.131594
14563	0.168514	60.891745
16384	0.203800	77.723346
0	0.000017	0.000004
1820	0.044130	1.054844
3640	0.053356	4.328648
5461	0.077579	9.360560
7281	0.100533	16.361886
9102	0.122689	25.517903
10922	0.129055	35.919244
12743	0.182171	51.527547
14563	0.185611	65.926134
16384	0.226016	86.266640
0	0.000022	0.000004
1820	0.037672	1.056775
3640	0.058640	4.193053
5461	0.082292	10.114579
7281	0.105110	17.052086
9102	0.130000	26.267026
10922	0.142438	37.011900
12743	0.168161	51.054031
14563	0.212239	72.578201
16384	0.225685	90.687364
0	0.000037	0.000006
1820	0.037324	1.040016
3640	0.055767	4.286732
5461	0.098220	10.461661
7281	0.104826	16.894146
9102	0.111501	22.837451
10922	0.126643	32.318471
12743	0.133497	42.421737
14563	0.160458	5834.595975
16384	0.165145	68.348610
0	0.000015	0.000005
1820	0.031310	0.844321
3640	0.049754	3.369007
5461	0.063472	7.611345
7281	0.080503	13.508535
9102	0.099519	21.063350
10922	0.113784	30.340691
12743	0.133046	41.960839
14563	0.151101	54.627698
16384	0.163084	68.437305
0	0.000010	0.000003
1820	0.030748	0.843780
3640	0.047916	3.351119
5461	0.062995	7.566163
7281	0.080529	13.487873
9102	0.099017	21.024072
10922	0.113576	31.071753
12743	0.133409	41.996154
14563	0.168975	56.997085
16384	0.165433	69.269222
0	0.000011	0.000003
1820	0.030600	0.839899
3640	0.047911	3.357378
5461	0.063026	7.571739
7281	0.080050	13.463028
9102	0.110704	20.971940
10922	0.113650	30.271648
12743	0.133249	41.193919
14563	0.150288	53.745688
16384	0.161207	68.242330
0	0.000014	0.000004
1820	0.030704	0.839111
3640	0.047619	3.349609
5461	0.063013	7.568274
7281	0.079995	13.424054
9102	0.099146	20.969572
10922	0.119431	30.338803
12743	0.131907	41.213047
14563	0.151047	53.787515
16384	0.160908	72.627748
0	0.000016	0.000005
1820	0.038595	0.916635
3640	0.048557	3.537648
5461	0.063213	7.697804
7281	0.080060	13.603943
9102	0.099163	21.034053
10922	0.113332	30.742898
12743	0.136536	41.859934
14563	0.156125	56.621242
16384	0.168343	70.600408
0	0.000014	0.000004
1820	0.030741	0.842375
3640	0.048042	3.424321
5461	0.068943	7.713785
7281	0.084025	13.679291
9102	0.100647	21.290713
10922	0.118017	31.205408
12743	0.162861	43.750674
14563	0.155944	55.077845
16384	0.163142	69.484811
0	0.000028	0.000003
1820	0.033234	0.913011
3640	0.050875	3.484194
5461	0.071108	7.663560
7281	0.080227	13.620335
9102	0.102075	21.230382
10922	0.118852	30.422900
12743	0.143693	41.494844
14563	0.151938	56.451549
16384	0.171133	72.702349
0	0.000012	0.000003
1820	0.032630	0.879236
3640	0.048774	3.474849
5461	0.066596	7.753036
7281	0.080940	13.679712
9102	0.105294	21.464483
10922	0.131469	30.602584
12743	0.159318	41.515109
14563	0.150148	53.690583
16384	0.161119	68.224062
0	0.000011	0.000003
1820	0.030656	0.838861
3640	0.048324	3.356023
5461	0.063333	7.568890
7281	0.079859	13.439345
9102	0.099182	20.981257
10922	0.113739	30.193219
12743	0.131803	41.278181
14563	0.150747	53.681044
16384	0.161071	67.867096
0	0.000014	0.000004
1820	0.030539	0.838840
3640	0.047873	3.356379
5461	0.063588	7.651760
7281	0.080327	13.436761
9102	0.099194	20.986305
10922	0.113392	30.210062
12743	0.131953	41.122798
14563	0.150602	53.720092
16384	0.161250	67.958473
